age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_encoded,marital_encoded,education_encoded,default_encoded,housing_encoded,loan_encoded,contact_encoded,month_encoded,day_of_week_encoded,poutcome_encoded,y
31.0,131.0,,,,1.4,,,,,9.0,,,,1.0,,,,0.0,0.0,no
32.0,,1.0,,0.0,1.1,,,,,0.0,,,1.0,1.0,,,1.0,,0.0,no
32.0,,2.0,999.0,,,93075.0,,,,1.0,,,1.0,1.0,0.0,,5.0,2.0,0.0,no
,,1.0,999.0,,,,-47.1,,5099.1,1.0,2.0,,1.0,,0.0,1.0,,0.0,0.0,no
40.0,,,,0.0,,,-47.1,1415.0,5099.1,,,,0.0,1.0,,,,3.0,0.0,no
24.0,396.0,,999.0,0.0,1.4,93918.0,-42.7,4963.0,5228.1,1.0,,1.0,1.0,,,,,,0.0,no
31.0,,,,0.0,,93994.0,,4857.0,,9.0,0.0,,,,0.0,0.0,,,,no
39.0,,,,,1.4,93918.0,,,5228.1,,0.0,,,1.0,0.0,,0.0,0.0,0.0,no
,281.0,,999.0,,,,,4864.0,,0.0,2.0,,,0.0,0.0,,,4.0,,no
29.0,190.0,2.0,,0.0,,,-47.1,1405.0,,,0.0,,1.0,1.0,0.0,1.0,5.0,0.0,0.0,no
36.0,,2.0,,,-0.1,,,,,,,1.0,,,0.0,1.0,2.0,0.0,0.0,no
35.0,398.0,,,0.0,,,-36.4,4856.0,5191.0,1.0,,,,0.0,,,,,,no
38.0,,2.0,999.0,0.0,1.1,,,4856.0,,1.0,,,,1.0,,0.0,1.0,3.0,0.0,no
45.0,223.0,1.0,,1.0,-1.8,92893.0,,1281.0,5099.1,,0.0,,1.0,1.0,0.0,,1.0,3.0,,no
32.0,549.0,,,,1.4,,,4.96,5228.1,,1.0,3.0,1.0,,,1.0,0.0,,,no
,585.0,4.0,,1.0,,93.2,,,,,0.0,,1.0,,,1.0,,4.0,1.0,no
,,,999.0,,1.1,,-36.4,,5191.0,,0.0,,,,0.0,,1.0,,0.0,no
32.0,143.0,3.0,999.0,0.0,1.4,93918.0,,4962.0,5228.1,,,,,,,0.0,0.0,,0.0,no
,85.0,,999.0,0.0,,,-36.4,,,,1.0,,,,1.0,,,3.0,,no
,,1.0,999.0,,,94465.0,,4864.0,5228.1,,1.0,2.0,,1.0,0.0,0.0,,2.0,,no
42.0,,4.0,999.0,,,93.2,-42.0,,5195.8,9.0,,2.0,,0.0,,,2.0,3.0,0.0,no
,,2.0,999.0,,,,-42.7,,5228.1,,0.0,3.0,,0.0,0.0,1.0,,1.0,0.0,no
,,2.0,,,1.4,93918.0,-42.7,4962.0,5228.1,,,1.0,,,,1.0,0.0,,,no
27.0,88.0,,999.0,0.0,,,,4961.0,5228.1,5.0,,,1.0,0.0,,1.0,,,,no
,369.0,1.0,999.0,0.0,,93918.0,,4.96,,,,,,,,1.0,0.0,0.0,0.0,no
,114.0,,999.0,0.0,,92893.0,-46.2,,5099.1,5.0,,,1.0,0.0,0.0,,,,0.0,no
,720.0,1.0,6.0,,,93876.0,-40.0,0.672,,,0.0,,1.0,1.0,0.0,1.0,1.0,,,no
,,2.0,,,,,-47.1,1435.0,,5.0,0.0,3.0,,0.0,1.0,,,1.0,,no
,,1.0,,,,,-36.1,,,,,,1.0,,0.0,1.0,,4.0,,no
,,2.0,999.0,0.0,1.4,94465.0,,4864.0,,9.0,1.0,3.0,,1.0,1.0,,4.0,2.0,0.0,no
38.0,181.0,,,,,93444.0,,4967.0,,,0.0,,,1.0,,1.0,7.0,3.0,0.0,no
21.0,,,,0.0,-1.8,93749.0,,0.663,5008.7,,,3.0,,0.0,0.0,1.0,,4.0,0.0,yes
27.0,,,,0.0,,,-41.8,,5228.1,,,,1.0,1.0,0.0,0.0,,,0.0,no
43.0,,,999.0,1.0,-1.8,,,1344.0,5099.1,,1.0,1.0,,,,1.0,1.0,,1.0,no
42.0,,,,0.0,,,-36.4,4857.0,5191.0,0.0,1.0,2.0,0.0,,,0.0,,0.0,0.0,no
,,1.0,,,-1.1,,-37.5,,,1.0,,3.0,1.0,0.0,,1.0,6.0,1.0,0.0,yes
49.0,128.0,,999.0,1.0,-1.8,,-46.2,1299.0,,1.0,2.0,3.0,,1.0,,,,,,no
44.0,,,,1.0,-1.7,94215.0,,0.861,,1.0,1.0,,1.0,1.0,,1.0,0.0,,1.0,yes
,,,999.0,,1.4,,-41.8,4958.0,,,1.0,3.0,0.0,,0.0,,4.0,1.0,,no
41.0,,2.0,999.0,,-1.8,92893.0,-46.2,1327.0,,,,,,0.0,,,1.0,1.0,0.0,no
33.0,182.0,,,,-2.9,92201.0,-31.4,0.881,,,,,1.0,,0.0,1.0,7.0,,1.0,yes
,,,999.0,,,,,1.26,5076.2,,2.0,3.0,1.0,,0.0,1.0,4.0,3.0,1.0,no
58.0,82.0,1.0,,,,,-42.0,4153.0,,,1.0,,1.0,1.0,,1.0,,2.0,,no
,,6.0,,0.0,,94055.0,-39.8,,,,0.0,1.0,,,0.0,,,0.0,,yes
,,,,,,92893.0,,1354.0,5099.1,,1.0,,,,,1.0,1.0,0.0,,no
,642.0,,,,,93.2,-42.0,,,1.0,,,1.0,,,1.0,,1.0,,no
,93.0,1.0,,,-1.8,,,1281.0,,,0.0,,0.0,0.0,0.0,1.0,,3.0,,no
,414.0,6.0,,0.0,1.4,,-42.7,,5228.1,,1.0,,1.0,,,1.0,0.0,4.0,,no
32.0,,8.0,,,,,,,,,,1.0,,,,1.0,,3.0,,no
40.0,,,,0.0,1.4,93918.0,-42.7,,,,,,,,1.0,0.0,,0.0,0.0,no
38.0,,,,0.0,,,,,5228.1,0.0,,,1.0,0.0,0.0,,0.0,2.0,0.0,no
61.0,99.0,,,0.0,,92201.0,,,5076.2,7.0,,0.0,1.0,1.0,,1.0,,4.0,0.0,no
,,5.0,,0.0,,93444.0,,,,,,,,,,1.0,7.0,0.0,,no
,117.0,,,0.0,1.1,,-36.4,4859.0,,,,0.0,1.0,,,,1.0,,,no
43.0,,,,,1.1,,-36.4,,,0.0,1.0,,0.0,,0.0,0.0,1.0,,0.0,yes
,,1.0,,0.0,,,-36.1,4.97,5228.1,3.0,1.0,4.0,,0.0,1.0,1.0,,,,no
,413.0,1.0,999.0,0.0,1.4,,,,,5.0,1.0,,,1.0,0.0,,0.0,,,no
35.0,143.0,,999.0,1.0,,92893.0,,,5099.1,,1.0,6.0,0.0,0.0,0.0,,1.0,1.0,1.0,no
,251.0,4.0,,,,,,,,,1.0,,,0.0,1.0,,1.0,4.0,0.0,no
59.0,,3.0,,,,,,,,,,5.0,,1.0,0.0,1.0,0.0,0.0,0.0,no
48.0,,,999.0,,,93075.0,,,5099.1,3.0,,,,0.0,,,,,0.0,no
,,4.0,999.0,,1.1,93994.0,,,,,1.0,3.0,0.0,0.0,0.0,0.0,1.0,,0.0,no
40.0,554.0,2.0,999.0,,,,,,,,,4.0,,1.0,0.0,0.0,4.0,,,yes
32.0,428.0,4.0,,0.0,1.4,,,,,,1.0,,,,,1.0,7.0,3.0,0.0,no
,169.0,,999.0,0.0,,,,,5017.5,,2.0,3.0,1.0,,0.0,,,,,yes
43.0,96.0,3.0,999.0,,1.4,,,4.96,5228.1,,,,,1.0,0.0,1.0,,,0.0,no
,,1.0,999.0,,1.4,93444.0,,,5228.1,3.0,1.0,3.0,,0.0,,1.0,,,,no
82.0,,1.0,,0.0,,,,,,7.0,,,,0.0,,1.0,9.0,2.0,0.0,yes
,450.0,,6.0,,-1.8,,,,5008.7,,,3.0,1.0,1.0,0.0,0.0,3.0,,,yes
,,,999.0,,,93075.0,-47.1,1405.0,5099.1,3.0,,,,,,0.0,,2.0,0.0,yes
45.0,,3.0,999.0,0.0,1.1,,,4856.0,,,,,0.0,1.0,0.0,0.0,1.0,,0.0,no
,,1.0,999.0,,-1.8,93075.0,,1405.0,,3.0,1.0,,0.0,0.0,0.0,,,,0.0,no
53.0,169.0,,,0.0,,93444.0,,,,,,,1.0,,,,,,0.0,no
,712.0,1.0,999.0,0.0,-1.8,92893.0,,,,1.0,,1.0,,,0.0,,1.0,,,no
,97.0,4.0,,,,,-42.7,,5228.1,3.0,0.0,,,1.0,0.0,,,,,no
42.0,113.0,,,,,93444.0,-36.1,,5228.1,3.0,,,,,0.0,,,,0.0,no
,,1.0,,,,,-47.1,1405.0,5099.1,8.0,0.0,1.0,,,,1.0,,,0.0,no
39.0,,1.0,,0.0,1.1,93994.0,,,,0.0,,,,2.0,,0.0,1.0,,0.0,no
50.0,,,999.0,,,,,,,0.0,,2.0,,,0.0,,0.0,,,yes
,,1.0,,0.0,1.1,93994.0,-36.4,4858.0,5191.0,,1.0,2.0,0.0,1.0,,0.0,1.0,3.0,0.0,no
52.0,,,999.0,0.0,,93.2,-42.0,4021.0,,3.0,1.0,0.0,1.0,0.0,,,,,0.0,no
,96.0,,999.0,0.0,,,-40.8,1262.0,5076.2,,0.0,,1.0,0.0,0.0,1.0,,2.0,,no
,,,,,1.4,93918.0,,4.96,,1.0,1.0,3.0,,0.0,0.0,,0.0,,0.0,no
30.0,,1.0,,,-1.8,92893.0,-46.2,1299.0,,0.0,1.0,0.0,,,0.0,1.0,,,,no
,,,999.0,,1.4,93918.0,,,,3.0,1.0,,1.0,,,,0.0,,0.0,no
,,1.0,3.0,,,,,,,5.0,0.0,,1.0,0.0,,1.0,,2.0,,yes
,,1.0,,1.0,,,,,,1.0,,4.0,,,,,,,1.0,no
37.0,99.0,2.0,,0.0,-1.8,93075.0,-47.1,,,0.0,0.0,,1.0,,,1.0,5.0,4.0,0.0,no
41.0,,,999.0,0.0,,94767.0,-50.8,,,1.0,,1.0,,,,,,4.0,,yes
,,,,,1.4,,-36.1,4965.0,5228.1,,1.0,1.0,,,1.0,,7.0,,,no
27.0,138.0,,999.0,0.0,,92963.0,,,5076.2,,,,,,,1.0,,,0.0,yes
47.0,709.0,2.0,,0.0,,92649.0,-30.1,0.715,,,1.0,0.0,,0.0,,,2.0,,0.0,yes
23.0,108.0,1.0,,,-1.8,,,,5099.1,,,,1.0,,,,1.0,,0.0,no
46.0,65.0,,999.0,,,93918.0,,,5228.1,5.0,,3.0,,0.0,,,,4.0,0.0,no
35.0,,10.0,999.0,,,93994.0,,4859.0,,,,1.0,1.0,0.0,,0.0,,,0.0,no
,,,,0.0,1.4,93918.0,,,,0.0,1.0,,1.0,0.0,,1.0,0.0,,0.0,no
45.0,,,,0.0,-0.1,93.2,-42.0,,,8.0,,6.0,,,,,,3.0,0.0,no
25.0,,2.0,999.0,0.0,1.4,94465.0,,4961.0,5228.1,,0.0,,,,1.0,0.0,,0.0,0.0,no
,,,999.0,0.0,-1.8,92893.0,,,,,,2.0,1.0,,1.0,,,4.0,,no
36.0,101.0,,,1.0,-1.8,,-47.1,1405.0,5099.1,,1.0,,1.0,0.0,,,,,,no
,,,,0.0,,93918.0,-42.7,4958.0,5228.1,,,,1.0,,,1.0,,,0.0,no
,252.0,,999.0,0.0,,,-36.1,4967.0,,,,,1.0,0.0,,,7.0,3.0,,no
,53.0,,999.0,,-3.4,92649.0,-30.1,,,,,3.0,1.0,1.0,,,,,,no
39.0,,,999.0,0.0,,,,,,5.0,,3.0,1.0,,0.0,,5.0,4.0,0.0,no
62.0,,5.0,999.0,,,,-50.8,,,,,3.0,,,0.0,,2.0,,0.0,no
,,,999.0,0.0,1.1,93994.0,,,5191.0,11.0,,6.0,,,,,,1.0,0.0,no
,532.0,,,,,93918.0,-42.7,4.96,5228.1,,,,1.0,1.0,,1.0,,0.0,0.0,yes
,,1.0,999.0,0.0,,,-42.0,,,,1.0,,,,,,,2.0,,no
34.0,86.0,6.0,999.0,,,93075.0,,1423.0,5099.1,8.0,0.0,,,,,,,2.0,,no
42.0,456.0,2.0,,,,92893.0,,,5099.1,5.0,,3.0,,,0.0,,,,,no
,946.0,2.0,,0.0,,,-36.1,4963.0,5228.1,3.0,,,,,2.0,,7.0,1.0,,yes
41.0,139.0,,,,,,,,,3.0,,1.0,,,,,,,,no
20.0,52.0,1.0,999.0,1.0,,94055.0,-39.8,,4991.6,,0.0,,,0.0,0.0,0.0,4.0,2.0,1.0,no
,279.0,1.0,999.0,,-1.8,,-46.2,1291.0,5099.1,0.0,1.0,,,,,1.0,1.0,,1.0,no
30.0,294.0,,999.0,,,93994.0,-36.4,,,,1.0,,1.0,1.0,0.0,0.0,1.0,4.0,0.0,no
34.0,,1.0,,0.0,,93994.0,-36.4,4857.0,5191.0,0.0,1.0,,0.0,,,0.0,,,,no
,94.0,,,0.0,1.4,93444.0,-36.1,,5228.1,,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,no
33.0,757.0,,,,,,,4076.0,,1.0,,,,,0.0,1.0,2.0,,,no
,72.0,,,0.0,1.4,93918.0,-42.7,,,,,,1.0,,0.0,1.0,0.0,,,no
,,,999.0,,1.4,,,4961.0,5228.1,0.0,1.0,6.0,0.0,0.0,0.0,,,,0.0,no
,,,999.0,1.0,,,,,,,1.0,,1.0,,,1.0,,,,no
,121.0,,,,,,-42.7,4963.0,5228.1,,0.0,,1.0,1.0,0.0,1.0,,,0.0,no
48.0,,2.0,999.0,0.0,,,-42.0,4.12,,,,1.0,,,0.0,1.0,,3.0,0.0,no
26.0,,,,0.0,,,-42.7,,,3.0,0.0,3.0,1.0,1.0,,,0.0,,,no
30.0,,,,,1.4,,-36.1,4968.0,,,,4.0,,0.0,0.0,1.0,,,,yes
29.0,,,,,,,,1266.0,5076.2,1.0,0.0,,,0.0,,1.0,,,0.0,yes
33.0,338.0,1.0,999.0,,-2.9,,,,,,,,,,0.0,,7.0,,,yes
,97.0,2.0,,0.0,,,,,5191.0,2.0,,,1.0,,0.0,0.0,1.0,,0.0,no
32.0,,,,,-1.8,92893.0,,1327.0,,,,4.0,,0.0,0.0,,,1.0,1.0,no
,,,999.0,0.0,,,,,,1.0,,,1.0,,,,,,0.0,no
,,3.0,,,-1.7,,-39.8,,4991.6,,,2.0,1.0,0.0,,,,,1.0,yes
,,2.0,999.0,0.0,,93.2,,4191.0,5195.8,,1.0,1.0,0.0,,0.0,1.0,2.0,0.0,,yes
,,1.0,999.0,0.0,,,-36.1,4963.0,5228.1,,,3.0,1.0,0.0,,1.0,,,0.0,no
32.0,219.0,,999.0,,,94465.0,,4967.0,,,,3.0,,,0.0,0.0,,,0.0,no
,217.0,1.0,999.0,,1.4,,,4965.0,,2.0,1.0,1.0,0.0,1.0,0.0,,,,,no
37.0,,,,0.0,,93444.0,-36.1,,5228.1,3.0,1.0,,1.0,0.0,,1.0,,0.0,,no
36.0,,1.0,999.0,,-1.8,,,1.25,5099.1,,,,1.0,0.0,0.0,1.0,,,0.0,no
48.0,,,,0.0,1.4,93444.0,-36.1,,5228.1,,1.0,,,,0.0,1.0,7.0,1.0,0.0,no
,255.0,2.0,999.0,,,93.2,-42.0,,,5.0,1.0,3.0,0.0,,0.0,,2.0,,,no
,198.0,3.0,,1.0,,93075.0,-47.1,1405.0,5099.1,,,2.0,,1.0,0.0,1.0,5.0,,,no
39.0,,3.0,,,1.1,,,,5191.0,5.0,1.0,3.0,,0.0,0.0,,1.0,1.0,0.0,no
27.0,562.0,,3.0,,,,,,,,0.0,,,1.0,0.0,1.0,,,,yes
,,2.0,,,,,,4857.0,,,1.0,,,1.0,0.0,0.0,1.0,,,no
,109.0,5.0,,,,,,4963.0,,9.0,,,1.0,0.0,,,0.0,,,no
,221.0,,,,,93918.0,,,,3.0,,,,,,1.0,,,0.0,no
,,,,,1.1,93994.0,,4859.0,,8.0,0.0,,0.0,0.0,,,,,,no
,,4.0,,,1.4,93918.0,-42.7,,5228.1,,,,,,,,,,0.0,no
,131.0,1.0,3.0,,-2.9,,,,,4.0,,,1.0,,,,7.0,0.0,,no
36.0,,,999.0,0.0,,93994.0,,4859.0,5191.0,,,,0.0,,,,,4.0,,no
,121.0,,999.0,0.0,-1.8,,-46.2,1354.0,,,0.0,5.0,1.0,,0.0,1.0,,0.0,0.0,no
29.0,,1.0,,0.0,-1.8,92893.0,,,,,,,,,0.0,,1.0,,0.0,no
39.0,123.0,,,0.0,1.4,93918.0,-42.7,,5228.1,0.0,1.0,5.0,0.0,,,1.0,,3.0,0.0,no
73.0,63.0,,6.0,2.0,,92713.0,-33.0,,5023.5,,2.0,3.0,1.0,,,1.0,,,2.0,yes
45.0,,3.0,,1.0,-1.8,93749.0,-34.6,,5008.7,,,,1.0,,,,,2.0,,yes
,250.0,2.0,,0.0,,,-41.8,4962.0,,3.0,1.0,,,,,,,,0.0,no
,375.0,2.0,,2.0,-1.1,94601.0,-49.5,,,5.0,0.0,1.0,1.0,0.0,0.0,,9.0,4.0,,no
38.0,,1.0,,0.0,,,,4961.0,5228.1,1.0,,0.0,0.0,,,0.0,4.0,,0.0,no
31.0,,3.0,,,,93444.0,,,,10.0,,1.0,,,,,7.0,3.0,0.0,no
,290.0,,999.0,0.0,1.1,93994.0,,4857.0,5191.0,3.0,1.0,4.0,1.0,,0.0,,,,0.0,no
,,11.0,,0.0,,,,,5191.0,6.0,1.0,,,0.0,0.0,0.0,1.0,1.0,,no
38.0,190.0,,,,-1.8,,,1354.0,5099.1,,,,,,0.0,1.0,1.0,,0.0,no
,,2.0,999.0,,-2.9,92963.0,-40.8,1252.0,5076.2,2.0,,1.0,,1.0,,1.0,,2.0,0.0,yes
,328.0,2.0,999.0,,,92201.0,-31.4,0.873,5076.2,2.0,1.0,1.0,,0.0,,,,,0.0,no
,465.0,2.0,999.0,0.0,,93918.0,,,,2.0,,1.0,,1.0,1.0,,0.0,3.0,0.0,no
30.0,138.0,,,0.0,,93444.0,-36.1,,,3.0,0.0,4.0,1.0,0.0,0.0,1.0,,1.0,,no
,199.0,1.0,,0.0,1.1,93994.0,-36.4,,,1.0,1.0,3.0,1.0,,,,1.0,0.0,,no
,,1.0,999.0,0.0,-1.8,92893.0,-46.2,,,,1.0,,,,,1.0,1.0,,,no
32.0,,,,,,93876.0,-40.0,0.684,5008.7,,,1.0,,,,0.0,,4.0,,no
,,,999.0,0.0,-1.8,92893.0,-46.2,,5099.1,10.0,1.0,3.0,1.0,,,1.0,,,0.0,no
41.0,,1.0,999.0,0.0,-1.8,92893.0,,,5099.1,,2.0,3.0,,0.0,0.0,1.0,,,0.0,no
,50.0,2.0,,0.0,,,-36.1,4964.0,,,1.0,2.0,1.0,,,,,3.0,,no
,142.0,,999.0,0.0,,,-42.0,4076.0,5195.8,5.0,,0.0,,,,,,1.0,,no
34.0,345.0,,999.0,0.0,-1.8,,-47.1,1405.0,,0.0,1.0,4.0,,1.0,,,,4.0,0.0,no
33.0,170.0,,,0.0,-2.9,,-40.8,,,1.0,0.0,,1.0,,0.0,,4.0,3.0,,no
30.0,72.0,,999.0,0.0,,93918.0,,4963.0,5228.1,,0.0,3.0,,,0.0,1.0,0.0,,0.0,no
,,,,0.0,1.4,93918.0,-42.7,4962.0,5228.1,,,,,,,1.0,,,,no
,67.0,,999.0,,,93994.0,,,,,,,0.0,,,0.0,1.0,,,no
,,1.0,999.0,,-1.8,92893.0,,,5099.1,,,6.0,,,,1.0,,,0.0,no
31.0,690.0,3.0,999.0,0.0,,,,,,,,,,1.0,0.0,,,,0.0,no
33.0,,,999.0,0.0,,93994.0,,,5191.0,,,,1.0,,0.0,0.0,,,,no
,,,,0.0,1.1,93994.0,,,5191.0,,1.0,4.0,,,0.0,0.0,1.0,,,no
,128.0,2.0,,0.0,1.1,93994.0,-36.4,4857.0,5191.0,0.0,0.0,,1.0,,0.0,0.0,,,,no
,54.0,1.0,,,-0.1,,-42.0,4191.0,,,,,1.0,0.0,,1.0,,0.0,0.0,no
,,1.0,,0.0,,93798.0,-40.4,4.86,5195.8,,,,1.0,,,0.0,,2.0,0.0,yes
54.0,,2.0,,,-2.9,,,,,8.0,,1.0,1.0,0.0,0.0,,,0.0,,no
,380.0,,,1.0,-1.8,92893.0,,,5099.1,0.0,,,,,,1.0,1.0,,1.0,no
34.0,,2.0,999.0,,-1.8,,-46.2,1.25,5099.1,,2.0,,,,,,,4.0,,yes
41.0,142.0,2.0,,0.0,,94465.0,,,,,,0.0,,1.0,,0.0,4.0,,0.0,no
,157.0,,,,1.4,94465.0,-41.8,4959.0,,,1.0,3.0,,0.0,0.0,0.0,4.0,4.0,0.0,no
30.0,113.0,,,0.0,1.4,,,4963.0,5228.1,1.0,1.0,,1.0,,,1.0,,,,no
67.0,,,,,,,-47.1,,,7.0,1.0,1.0,1.0,,0.0,,5.0,,0.0,no
70.0,73.0,,999.0,,-2.9,92201.0,,0.843,,,1.0,1.0,1.0,,0.0,1.0,7.0,,1.0,no
39.0,,,999.0,,,,-42.7,4968.0,5228.1,3.0,,,1.0,1.0,,1.0,0.0,1.0,,no
33.0,465.0,,999.0,0.0,,93918.0,,4963.0,,,,0.0,,,0.0,,,1.0,0.0,no
,,1.0,,0.0,,,,,5099.1,,0.0,3.0,,0.0,1.0,1.0,5.0,,0.0,no
,,,999.0,0.0,1.1,,,4857.0,5191.0,1.0,,1.0,,,0.0,0.0,,,,no
,,2.0,999.0,,,93994.0,-36.4,,5191.0,,1.0,,0.0,,1.0,,,,0.0,no
,259.0,1.0,999.0,,1.4,,-42.7,4961.0,5228.1,,,,,0.0,,,,,,no
35.0,364.0,10.0,,0.0,,93918.0,-42.7,,,1.0,1.0,6.0,1.0,0.0,,1.0,,2.0,0.0,no
32.0,279.0,,999.0,,,92893.0,,,,6.0,,0.0,,0.0,0.0,,1.0,,,no
,128.0,3.0,,,,93994.0,-36.4,4855.0,,,,,1.0,,0.0,0.0,1.0,,0.0,no
,103.0,2.0,999.0,,-0.1,,-42.0,,,3.0,,,1.0,1.0,0.0,1.0,2.0,,1.0,no
49.0,,2.0,,,,93994.0,,,,,1.0,,0.0,0.0,0.0,,,2.0,,no
,,1.0,999.0,,,,,4857.0,5191.0,,,1.0,1.0,,0.0,0.0,,,,no
28.0,249.0,,999.0,,,94465.0,,,5228.1,,0.0,,1.0,,,,,,0.0,no
32.0,,,999.0,,1.1,93994.0,,,5191.0,8.0,,,1.0,1.0,,0.0,,,,no
38.0,,,,0.0,1.4,,,,,,1.0,,,,,0.0,,,,no
58.0,,,999.0,0.0,,,-42.7,4961.0,,,,2.0,1.0,0.0,,,0.0,,0.0,no
41.0,,2.0,999.0,,,,,,,0.0,,2.0,0.0,0.0,,0.0,,,,no
26.0,,2.0,,0.0,-1.8,92843.0,-50.0,,5099.1,4.0,0.0,0.0,,0.0,0.0,,3.0,0.0,0.0,yes
,,2.0,,,1.4,,,,,2.0,,,,0.0,1.0,0.0,4.0,,,no
,1148.0,,999.0,,1.4,93918.0,-42.7,4961.0,5228.1,5.0,0.0,3.0,0.0,,,,0.0,2.0,,no
25.0,959.0,3.0,,,,,-46.2,1266.0,5099.1,,,3.0,1.0,0.0,,1.0,,,,yes
38.0,,,999.0,,,93994.0,-36.4,4856.0,5191.0,,,1.0,1.0,0.0,0.0,0.0,,3.0,0.0,no
,26.0,,,,1.1,93994.0,,4855.0,,0.0,,,,,,,1.0,,0.0,no
,,1.0,,,,,,0.803,5017.5,3.0,,4.0,1.0,1.0,,,,4.0,0.0,yes
,,1.0,999.0,,,93.2,,4076.0,5195.8,10.0,1.0,3.0,,0.0,0.0,,2.0,,,yes
,110.0,3.0,999.0,,-3.0,,,,5023.5,1.0,,3.0,,,0.0,,,3.0,1.0,no
24.0,,,,,,,-40.8,1262.0,,3.0,0.0,4.0,,,,1.0,,,0.0,no
,,,,1.0,,,,0.742,5017.5,1.0,,0.0,,,0.0,1.0,,2.0,,no
30.0,,,,0.0,1.4,,-36.1,,,1.0,0.0,,1.0,,,1.0,,,,no
34.0,157.0,1.0,999.0,0.0,,,-40.8,1.26,5076.2,6.0,,2.0,1.0,,,,,,,no
33.0,,1.0,,0.0,,93444.0,-36.1,,,,,1.0,1.0,0.0,0.0,1.0,7.0,4.0,,no
,,,999.0,,,93444.0,,,5228.1,3.0,1.0,3.0,0.0,,0.0,1.0,,,,no
,,,999.0,0.0,,93918.0,,,,3.0,,,1.0,,0.0,,0.0,3.0,0.0,no
,749.0,2.0,999.0,,-0.1,93.2,,,5195.8,3.0,1.0,3.0,1.0,,,,,,0.0,yes
,,2.0,999.0,,1.1,93994.0,-36.4,,5191.0,0.0,1.0,,,1.0,0.0,,1.0,,0.0,no
,,3.0,999.0,0.0,1.4,93918.0,,4962.0,,1.0,,,,1.0,0.0,1.0,,0.0,0.0,no
,196.0,10.0,,,1.4,,-36.1,4965.0,5228.1,3.0,,,1.0,1.0,0.0,1.0,7.0,0.0,0.0,no
,,,999.0,0.0,1.4,,,,,,,,1.0,0.0,0.0,1.0,,,0.0,no
,78.0,1.0,,,,94767.0,,,4963.6,,,5.0,,,,,,,2.0,no
50.0,,4.0,999.0,0.0,1.1,,-36.4,4857.0,5191.0,2.0,1.0,,,,0.0,0.0,,0.0,,no
,,,999.0,0.0,,93994.0,,4857.0,,,1.0,1.0,,0.0,,0.0,,0.0,,no
58.0,103.0,1.0,999.0,,1.4,,,4961.0,5228.1,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,no
45.0,,,999.0,0.0,-1.1,,-37.5,0.876,4963.6,,2.0,,1.0,1.0,,,6.0,,0.0,no
33.0,35.0,,,,,93444.0,,,,1.0,,1.0,1.0,1.0,,,7.0,4.0,0.0,no
,,11.0,999.0,0.0,1.4,93444.0,,4962.0,,,,,,,,1.0,,,,no
49.0,,,,0.0,1.4,,,,5228.1,,2.0,,,,,,,,,no
,,,,,-1.8,,-46.2,,,5.0,,1.0,1.0,,0.0,1.0,,2.0,,no
,91.0,,999.0,0.0,-1.8,92893.0,,1266.0,5099.1,,1.0,0.0,,1.0,0.0,,1.0,,0.0,no
51.0,259.0,1.0,,0.0,,,-42.0,,5195.8,,,,,0.0,0.0,1.0,2.0,1.0,0.0,no
38.0,1476.0,,,0.0,,,,,,1.0,0.0,,,,,,,1.0,,no
,351.0,11.0,999.0,0.0,1.4,,-42.7,4961.0,,0.0,,5.0,,,0.0,,0.0,,0.0,no
,,2.0,,,,92893.0,,1334.0,5099.1,1.0,0.0,,,,,0.0,,,1.0,no
33.0,54.0,8.0,999.0,,,93444.0,-36.1,4963.0,,10.0,,,1.0,0.0,,,,,0.0,no
,,2.0,,0.0,1.4,,,,,,1.0,,1.0,1.0,,,,,,no
,65.0,5.0,,,1.1,,-36.4,4857.0,5191.0,,,0.0,,,,,,,0.0,no
,134.0,1.0,999.0,,,93444.0,,4964.0,,,0.0,1.0,,0.0,,1.0,,,0.0,no
,,,,0.0,,,,4153.0,5195.8,,1.0,4.0,,,,,2.0,2.0,,no
37.0,,,,,-1.8,92893.0,,1327.0,5099.1,4.0,0.0,,0.0,,0.0,0.0,,,1.0,no
,,1.0,,0.0,-1.8,,,1687.0,5099.1,,1.0,,1.0,,,,3.0,,0.0,yes
,,,,0.0,,,,,,,0.0,1.0,,,1.0,1.0,,,,no
40.0,,,999.0,0.0,-1.8,,-46.2,,,0.0,,,0.0,0.0,1.0,1.0,1.0,3.0,0.0,no
33.0,359.0,2.0,999.0,,,92469.0,,,,3.0,,,1.0,0.0,,,0.0,1.0,0.0,no
47.0,655.0,4.0,,0.0,,,-41.8,,,,,,1.0,,0.0,0.0,,,,no
33.0,,,,0.0,1.4,93918.0,-42.7,4963.0,,3.0,,4.0,,,0.0,1.0,0.0,1.0,,no
,740.0,1.0,,0.0,1.4,,-42.7,,5228.1,,1.0,3.0,,0.0,0.0,1.0,0.0,2.0,0.0,yes
57.0,,1.0,,0.0,,,,4962.0,5228.1,0.0,,2.0,0.0,,,1.0,,,,no
